datetime,open,max,min,close,volume,,,,,,,
 2015/11/06-14:00,3541.16,3583.47,3541.16,3574.95,12806158,3403.17,3289.46,3360.32,           ,           ,           ,           
 2015/11/06-15:00,3575.18,3596.06,3564.78,3590.03,15716436,3406.48,3293.56,3360.38,           ,           ,           ,           
 2015/11/09-10:30,3588.5,3673.52,3588.5,3665.7,27524149,3410.88,3298.26,3360.73,           ,           ,           ,           
 2015/11/09-11:30,3665.82,3668.98,3645.21,3648.42,10902932,3414.88,3302.68,3360.83,           ,           ,           ,           
 2015/11/09-14:00,3648.18,3668.43,3633.13,3665.3,11029554,3419.56,3307.04,3361.02,           ,           ,           ,           
 2015/11/09-15:00,3665.19,3671.59,3641.7,3646.88,14161765,3423.9,3311.13,3360.92,           ,           ,           ,           
 2015/11/10-10:30,3617.4,3639.78,3608.06,3624.8,17812477,3428.16,3314.84,3360.56,           ,           ,           ,           
 2015/11/10-11:30,3624.33,3669.27,3620.05,3662.36,12720239,3432.8,3318.89,3360.18,           ,           ,           ,           
 2015/11/10-14:00,3662.26,3665.91,3612.77,3636.91,12035305,3436.89,3322.68,3359.67,           ,           ,           ,           
 2015/11/10-15:00,3636.95,3663.86,3632.73,3640.49,13437487,3440.48,3326.47,3359.4,           ,           ,           ,           
 2015/11/11-10:30,3635,3643.19,3621.37,3638.36,15470524,3443.85,3330.56,3359.09,           ,           ,           ,           
 2015/11/11-11:30,3638.16,3638.7,3611.67,3625.12,8865128,3446.95,3334.79,3358.81,           ,           ,           ,           
 2015/11/11-14:00,3624.98,3636.7,3606,3615.91,9065188,3451.79,3338.82,3358.49,           ,           ,           ,           
 2015/11/11-15:00,3615.83,3654.42,3615.81,3650.25,13381379,3457.28,3343.27,3358.36,           ,           ,           ,           
 2015/11/12-10:30,3656.82,3659.18,3622.69,3629.44,17619439,3462.47,3347.39,3358.24,           ,           ,           ,           
 2015/11/12-11:30,3628.29,3638.98,3607.38,3613.71,10241462,3467.23,3351.47,3358.05,           ,           ,           ,           
 2015/11/12-14:00,3613.6,3630.31,3603.4,3626.07,8150653,3472.33,3355.6,3357.55,           ,           ,           ,           
 2015/11/12-15:00,3625.66,3653.64,3625.45,3632.9,12271704,3476.73,3359.68,3357.16,           ,           ,           ,           
 2015/11/13-10:30,3600.76,3632.56,3592.49,3600.07,17602423,3480.23,3363.54,3356.57,           ,           ,           ,           
 2015/11/13-11:30,3600.41,3604.65,3564.85,3590.82,9714332,3483.92,3367.73,3355.95,           ,           ,           ,           
 2015/11/13-14:00,3590.78,3613.31,3581.47,3591.81,7812046,3487.04,3371.87,3355.06,           ,           ,           ,           
 2015/11/13-15:00,3591.95,3617.74,3577.52,3580.84,11738060,3489.85,3375.94,3353.93,           ,           ,           ,           
 2015/11/16-10:30,3522.46,3569.07,3519.53,3560.27,14043132,3491.96,3380.02,3352.52,           ,           ,           ,           
 2015/11/16-11:30,3560.69,3580.21,3559.4,3562.54,6471345,3494.05,3383.99,3351.05,           ,           ,           ,           
 2015/11/16-14:00,3562.7,3578.88,3555.98,3567.9,6452194,3496.38,3388.07,3349.58,           ,           ,           ,           
 2015/11/16-15:00,3568.11,3607.26,3567.58,3606.96,9975511,3499.33,3392.29,3348.35,           ,           ,           ,           
 2015/11/17-10:30,3629.98,3674.41,3628.32,3674.41,20157850,3504.6,3397.35,3347.29,           ,           ,           ,           
 2015/11/17-11:30,3674.53,3678.27,3646.89,3658.07,11052069,3509.44,3402.47,3346.21,           ,           ,           ,           
 2015/11/17-14:00,3658.27,3664.19,3615.17,3619.6,9918437,3513.07,3407.32,3345.07,           ,           ,           ,           
 2015/11/17-15:00,3620.24,3629.3,3598.25,3604.8,11023675,3515.91,3412.05,3343.84,           ,           ,           ,           
 2015/11/18-10:30,3605.06,3614.48,3574.46,3582.35,13342550,3518.49,3416.4,3342.45,           ,           ,           ,           
 2015/11/18-11:30,3582.99,3612.72,3581.65,3611.1,7143388,3521.77,3420.99,3341.35,           ,           ,           ,           
 2015/11/18-14:00,3613.4,3616.65,3578.22,3582.81,8030589,3524.58,3425.32,3340.04,           ,           ,           ,           
 2015/11/18-15:00,3583.2,3612.95,3558.8,3568.47,10717347,3527.8,3429.62,3338.86,           ,           ,           ,           
 2015/11/19-10:30,3573.78,3586.67,3565.82,3585.57,10088576,3531,3433.21,3337.61,           ,           ,           ,           
 2015/11/19-11:30,3586.35,3586.95,3561.13,3566.83,6027620,3534.12,3436.52,3336.05,           ,           ,           ,           
 2015/11/19-14:00,3566.82,3598.02,3562.62,3597.4,6176186,3537.46,3440.27,3334.59,           ,           ,           ,           
 2015/11/19-15:00,3598.08,3617.85,3583.25,3617.06,10551877,3541.29,3444.22,3333.1,           ,           ,           ,           
 2015/11/20-10:30,3620.79,3637.32,3613.16,3621.62,14740214,3545.56,3448.08,3331.73,           ,           ,           ,           
 2015/11/20-11:30,3622.21,3629.56,3608.26,3619.65,7725401,3549.36,3451.87,3330.34,           ,           ,           ,           
 2015/11/20-14:00,3620.43,3640.32,3620.43,3636.24,8152553,3553.13,3455.73,3329.19,           ,           ,           ,           
 2015/11/20-15:00,3637.25,3637.25,3611.77,3630.5,10772918,3557.26,3459.46,3327.87,           ,           ,           ,           
 2015/11/23-10:30,3630.87,3641.16,3620.69,3636.1,15415967,3561.7,3462.7,3326.46,           ,           ,           ,           
 2015/11/23-11:30,3636.62,3654.64,3630.68,3644.7,7973830,3566.08,3465.65,3325.06,           ,           ,           ,           
 2015/11/23-14:00,3645.66,3648.04,3623.57,3628.95,7273211,3570.44,3468.54,3323.67,           ,           ,           ,           
 2015/11/23-15:00,3629.53,3629.53,3598.87,3610.31,10751812,3575.2,3471.23,3322.37,           ,           ,           ,           
 2015/11/24-10:30,3602.89,3607.35,3578.81,3583.43,11619910,3579.68,3473.74,3321.16,           ,           ,           ,           
 2015/11/24-11:30,3584.01,3587.57,3563.31,3583.98,6190705,3583.99,3476.29,3320.5,           ,           ,           ,           
 2015/11/24-14:00,3584.32,3606.47,3574.97,3594.39,6584826,3588.41,3478.86,3320.08,           ,           ,           ,           
 2015/11/24-15:00,3595.07,3616.35,3586.86,3616.11,8380407,3593.41,3481.55,3320.02,           ,           ,           ,           
 2015/11/25-10:30,3614.07,3621.9,3607.68,3619.84,12315212,3597.57,3484.35,3319.84,           ,           ,           ,           
 2015/11/25-11:30,3618.84,3626.78,3609.75,3621.9,7173892,3601.23,3487.07,3319.15,           ,           ,           ,           
 2015/11/25-14:00,3624.01,3642.96,3624.01,3639.59,8356799,3604.81,3490.07,3318.82,           ,           ,           ,           
 2015/11/25-15:00,3639.31,3648.18,3625.51,3647.93,10234386,3607.95,3493.28,3318.29,           ,           ,           ,           
 2015/11/26-10:30,3659.57,3668.02,3649.66,3660.03,15624935,3610.27,3496.48,3318.03,           ,           ,           ,           
 2015/11/26-11:30,3659.18,3661.64,3637.88,3657.07,7753537,3612.01,3499.39,3318,           ,           ,           ,           
 2015/11/26-14:00,3658.18,3668.13,3654.73,3655.56,8359319,3613.85,3502.27,3318.12,           ,           ,           ,           
 2015/11/26-15:00,3655.26,3657.86,3630.21,3635.55,10886948,3615.73,3504.75,3318.45,           ,           ,           ,           
 2015/11/27-10:30,3616.54,3621.56,3596.78,3615.1,12130501,3616.95,3506.77,3318.7,           ,           ,           ,           
 2015/11/27-11:30,3614.41,3614.56,3574.49,3580.18,7704102,3617.6,3508.7,3318.99,           ,           ,           ,           
 2015/11/27-14:00,3580.16,3580.16,3507.24,3514.89,11259900,3616.6,3509.88,3320.02,           ,           ,           ,           
 2015/11/27-15:00,3514.61,3520.02,3412.71,3436.3,15336619,3614.04,3510.26,3320.92,           ,           ,           ,           
 2015/11/30-10:30,3433.86,3470.17,3421.47,3434.45,12415065,3610.18,3510.53,3321.63,           ,           ,           ,           
 2015/11/30-11:30,3434.17,3444.22,3375.39,3375.39,7899774,3605.63,3510.26,3322.29,           ,           ,           ,           
 2015/11/30-14:00,3372.35,3412.98,3327.81,3403.18,9466434,3601.27,3510.41,3323.53,           ,           ,           ,           
 2015/11/30-15:00,3402.89,3452.17,3387.91,3445.4,8969089,3597.9,3510.9,3325.03,           ,           ,           ,           
 2015/12/01-10:30,3442.44,3444.86,3417.66,3444.01,11168781,3594.89,3511.52,3326.75,           ,           ,           ,           
 2015/12/01-11:30,3444.05,3454.2,3421.34,3430.06,6385027,3591.02,3511.91,3328.61,           ,           ,           ,           
 2015/12/01-14:00,3429.24,3483.34,3424.53,3475.69,6977506,3588.33,3512.61,3330.85,           ,           ,           ,           
 2015/12/01-15:00,3476.18,3481.02,3428.75,3456.31,8494358,3585.27,3512.87,3332.72,           ,           ,           ,           
 2015/12/02-10:30,3450.28,3497.27,3427.94,3487.73,11860568,3582.75,3513.3,3334.59,           ,           ,           ,           
 2015/12/02-11:30,3487.25,3510.78,3439.2,3468.32,9990233,3580.14,3513.55,3336.75,           ,           ,           ,           
 2015/12/02-14:00,3469.57,3502.99,3463.33,3492.12,4867001,3578.07,3514.93,3338.8,           ,           ,           ,           
 2015/12/02-15:00,3492.1,3538.73,3483.32,3536.91,10200497,3576.19,3516.74,3341.05,           ,           ,           ,           
 2015/12/03-10:30,3525.73,3558.31,3517.39,3555.46,11543844,3574.96,3518.71,3343.56,           ,           ,           ,           
 2015/12/03-11:30,3556.59,3572.21,3548.39,3557.71,7218418,3574.02,3520.63,3345.46,           ,           ,           ,           
 2015/12/03-14:00,3558.74,3576.78,3544.93,3575.99,5978067,3573.19,3522.76,3347.22,           ,           ,           ,           
 2015/12/03-15:00,3576.09,3591.73,3555.84,3584.82,9145578,3572.39,3524.56,3348.99,           ,           ,           ,           
 2015/12/04-10:30,3558.15,3568.36,3539.19,3554.08,11805642,3571.62,3525.92,3350.57,           ,           ,           ,           
 2015/12/04-11:30,3553.86,3564.33,3531.17,3542.13,6208142,3570.81,3527.36,3351.8,           ,           ,           ,           
 2015/12/04-14:00,3542.76,3555.8,3518.41,3531.67,5823907,3569.8,3528.42,3353.35,           ,           ,           ,           
 2015/12/04-15:00,3532.06,3534.14,3510.56,3524.99,8138989,3568.88,3529.36,3354.86,           ,           ,           ,           
 2015/12/07-10:30,3529.81,3537.77,3506.77,3524.16,9732677,3568.27,3530.12,3356.32,           ,           ,           ,           
 2015/12/07-11:30,3525.26,3543.95,3524.6,3539.04,5618207,3567.88,3530.97,3357.65,           ,           ,           ,           
 2015/12/07-14:00,3538.89,3542.12,3518.11,3527.22,5289700,3567.2,3531.79,3359.45,           ,           ,           ,           
 2015/12/07-15:00,3527.59,3537.56,3510.3,3536.93,7415571,3566.04,3532.69,3360.91,           ,           ,           ,           
 2015/12/08-10:30,3518.65,3518.65,3470.83,3474.31,11755082,3562.7,3533.65,3362.26,           ,           ,           ,           
 2015/12/08-11:30,3474.45,3490.38,3471.47,3489.88,5187316,3559.9,3534.67,3363.55,           ,           ,           ,           
 2015/12/08-14:00,3490.59,3511.2,3483.86,3488.43,5133596,3557.71,3535.39,3365.11,           ,           ,           ,           
 2015/12/08-15:00,3488.16,3495.51,3466.92,3470.07,7706176,3555.46,3535.69,3366.28,           ,           ,           ,           
 2015/12/09-10:30,3462.58,3479.66,3457.4,3463.86,9315949,3553.49,3535.99,3367.66,           ,           ,           ,           
 2015/12/09-11:30,3464.2,3493.87,3464.19,3492.58,5145617,3551.52,3536.65,3368.99,           ,           ,           ,           
 2015/12/09-14:00,3494.25,3495.32,3455.04,3462.47,5648885,3549.51,3537.04,3370.2,           ,           ,           ,           
 2015/12/09-15:00,3462.89,3477.56,3458.99,3472.44,6675034,3547.91,3537.85,3371.34,           ,           ,           ,           
 2015/12/10-10:30,3469.81,3503.65,3465.37,3486.58,10031538,3546.26,3538.63,3372.84,           ,           ,           ,           
 2015/12/10-11:30,3487.03,3494.84,3468.56,3479.05,5381762,3544.8,3539.46,3374.44,           ,           ,           ,           
 2015/12/10-14:00,3480.51,3490.29,3471.98,3473.09,5223004,3542.73,3540.09,3376.04,           ,           ,           ,           
 2015/12/10-15:00,3474.04,3475.54,3446.27,3455.5,7313663,3540.03,3540.66,3377.71,           ,           ,           ,           
 2015/12/11-10:30,3441.6,3442.41,3416.63,3431.71,8566035,3536.87,3541.21,3379.06,           ,           ,           ,           
 2015/12/11-11:30,3430.92,3436.57,3411.31,3426.23,4681855,3533.64,3541.5,3380.09,           ,           ,           ,           
 2015/12/11-14:00,3426.19,3450.15,3413.73,3441.19,4677178,3530.39,3541.76,3380.89,           ,           ,           ,           
 2015/12/11-15:00,3440.55,3455.5,3427.24,3434.58,6582573,3527.13,3542.2,3381.73,           ,           ,           ,           
 2015/12/14-10:30,3403.51,3440.83,3399.29,3428.7,7831648,3523.67,3542.68,3382.52,           ,           ,           ,           
 2015/12/14-11:30,3429.66,3459.15,3421.6,3453.16,4938935,3520.48,3543.28,3383.36,           ,           ,           ,           
 2015/12/14-14:00,3453.13,3475.05,3443.48,3473.59,4915430,3517.89,3544.16,3384.33,           ,           ,           ,           
 2015/12/14-15:00,3473.23,3521.13,3466.61,3520.67,10235338,3516.4,3545.8,3385.57,           ,           ,           ,           
 2015/12/15-10:30,3518.13,3528.28,3511.58,3517.4,10133616,3515.3,3547.49,3386.68,           ,           ,           ,           
 2015/12/15-11:30,3517.34,3529.49,3516.48,3523.66,5264745,3514.29,3549.14,3387.99,           ,           ,           ,           
 2015/12/15-14:00,3525.84,3525.98,3504.96,3509.71,5434169,3512.88,3550.65,3389.18,           ,           ,           ,           
 2015/12/15-15:00,3508.8,3520.83,3497.33,3510.35,6794960,3511.12,3552.26,3390.44,           ,           ,           ,           
 2015/12/16-10:30,3522.09,3529.58,3518.81,3525.71,9088284,3509.55,3553.56,3391.8,           ,           ,           ,           
 2015/12/16-11:30,3525.1,3538.12,3518.37,3535.21,5127393,3508.1,3554.67,3393.14,           ,           ,           ,           
 2015/12/16-14:00,3535.92,3538.42,3522.83,3529.34,4936723,3506.27,3555.54,3394.52,           ,           ,           ,           
 2015/12/16-15:00,3529.08,3529.7,3506.53,3516.19,7376463,3504.07,3556.01,3396.19,           ,           ,           ,           
 2015/12/17-10:30,3533.63,3574.76,3533.63,3566.48,13299040,3502.51,3556.39,3398.1,           ,           ,           ,           
 2015/12/17-11:30,3567.39,3583.41,3563.23,3568.68,8116109,3501.04,3556.52,3399.92,           ,           ,           ,           
 2015/12/17-14:00,3569.33,3581.89,3566.48,3575.05,7320067,3499.69,3556.77,3401.99,           ,           ,           ,           
 2015/12/17-15:00,3574.91,3580.55,3562.13,3580,9408741,3498.77,3557.25,3404.16,           ,           ,           ,           
 2015/12/18-10:30,3574.94,3614.7,3571.6,3609.25,14420142,3498.67,3557.81,3406.53,           ,           ,           ,           
 2015/12/18-11:30,3608.71,3608.71,3571.32,3580.17,8117459,3498.67,3558.14,3408.84,           ,           ,           ,           
 2015/12/18-14:00,3580.42,3589.64,3572.67,3584.9,5460592,3499.84,3558.22,3411.13,           ,           ,           ,           
 2015/12/18-15:00,3585.55,3591.68,3568.53,3578.96,8540385,3502.21,3558.13,3413.41,           ,           ,           ,           
 2015/12/21-10:30,3568.58,3613.09,3565.81,3613.09,13801823,3505.2,3557.69,3415.78,           ,           ,           ,           
